ID,Count
18735,634.0
18736,637.0
18737,651.0
18738,684.0
18739,750.0
18740,708.0
18741,668.0
18742,665.0
18743,671.0
18744,608.0
18745,476.0
18746,409.0
18747,334.0
18748,287.0
18749,262.0
18750,280.0
18751,337.0
18752,368.0
18753,474.0
18754,682.0
18755,725.0
18756,702.0
18757,610.0
18758,634.0
18759,637.0
18760,639.0
18761,654.0
18762,686.0
18763,753.0
18764,711.0
18765,671.0
18766,668.0
18767,673.0
18768,610.0
18769,477.0
18770,411.0
18771,335.0
18772,288.0
18773,263.0
18774,281.0
18775,339.0
18776,370.0
18777,476.0
18778,684.0
18779,728.0
18780,704.0
18781,612.0
18782,636.0
18783,639.0
18784,642.0
18785,657.0
18786,689.0
18787,756.0
18788,714.0
18789,674.0
18790,671.0
18791,676.0
18792,613.0
18793,479.0
18794,412.0
18795,336.0
18796,289.0
18797,264.0
18798,282.0
18799,340.0
18800,371.0
18801,478.0
18802,687.0
18803,731.0
18804,707.0
18805,615.0
18806,639.0
18807,642.0
18808,644.0
18809,659.0
18810,692.0
18811,759.0
18812,717.0
18813,676.0
18814,673.0
18815,679.0
18816,615.0
18817,481.0
18818,414.0
18819,338.0
18820,290.0
18821,266.0
18822,283.0
18823,342.0
18824,373.0
18825,480.0
18826,690.0
18827,734.0
18828,710.0
18829,617.0
18830,642.0
18831,644.0
18832,647.0
18833,662.0
18834,694.0
18835,762.0
18836,720.0
18837,679.0
18838,676.0
18839,681.0
18840,618.0
18841,483.0
18842,416.0
18843,339.0
18844,291.0
18845,267.0
18846,284.0
18847,343.0
18848,374.0
18849,481.0
18850,693.0
18851,737.0
18852,713.0
18853,619.0
18854,644.0
18855,647.0
18856,650.0
18857,664.0
18858,697.0
18859,765.0
18860,723.0
18861,682.0
18862,679.0
18863,684.0
18864,620.0
18865,485.0
18866,417.0
18867,340.0
18868,292.0
18869,268.0
18870,285.0
18871,344.0
18872,376.0
18873,483.0
18874,695.0
18875,740.0
18876,716.0
18877,622.0
18878,647.0
18879,650.0
18880,652.0
18881,667.0
18882,700.0
18883,768.0
18884,725.0
18885,684.0
18886,681.0
18887,687.0
18888,623.0
18889,487.0
18890,419.0
18891,342.0
18892,293.0
18893,269.0
18894,286.0
18895,346.0
18896,377.0
18897,485.0
18898,698.0
18899,743.0
18900,718.0
18901,624.0
18902,649.0
18903,652.0
18904,655.0
18905,670.0
18906,703.0
18907,771.0
18908,728.0
18909,687.0
18910,684.0
18911,689.0
18912,625.0
18913,489.0
18914,421.0
18915,343.0
18916,295.0
18917,270.0
18918,288.0
18919,347.0
18920,379.0
18921,487.0
18922,701.0
18923,746.0
18924,721.0
18925,627.0
18926,652.0
18927,655.0
18928,657.0
18929,672.0
18930,705.0
18931,774.0
18932,731.0
18933,690.0
18934,687.0
18935,692.0
18936,628.0
18937,491.0
18938,422.0
18939,344.0
18940,296.0
18941,271.0
18942,289.0
18943,348.0
18944,380.0
18945,489.0
18946,703.0
18947,748.0
18948,724.0
18949,629.0
18950,654.0
18951,657.0
18952,660.0
18953,675.0
18954,708.0
18955,777.0
18956,734.0
18957,692.0
18958,689.0
18959,695.0
18960,630.0
18961,493.0
18962,424.0
18963,346.0
18964,297.0
18965,272.0
18966,290.0
18967,350.0
18968,382.0
18969,491.0
18970,706.0
18971,751.0
18972,727.0
18973,632.0
18974,657.0
18975,660.0
18976,662.0
18977,677.0
18978,711.0
18979,780.0
18980,737.0
18981,695.0
18982,692.0
18983,698.0
18984,632.0
18985,495.0
18986,426.0
18987,347.0
18988,298.0
18989,273.0
18990,291.0
18991,351.0
18992,383.0
18993,493.0
18994,709.0
18995,754.0
18996,730.0
18997,634.0
18998,659.0
18999,662.0
19000,665.0
19001,680.0
19002,714.0
19003,783.0
19004,740.0
19005,698.0
19006,695.0
19007,700.0
19008,635.0
19009,497.0
19010,427.0
19011,348.0
19012,299.0
19013,274.0
19014,292.0
19015,352.0
19016,385.0
19017,495.0
19018,712.0
19019,757.0
19020,732.0
19021,637.0
19022,662.0
19023,665.0
19024,667.0
19025,683.0
19026,716.0
19027,786.0
19028,743.0
19029,700.0
19030,697.0
19031,703.0
19032,637.0
19033,498.0
19034,429.0
19035,350.0
19036,300.0
19037,275.0
19038,293.0
19039,354.0
19040,386.0
19041,497.0
19042,714.0
19043,760.0
19044,735.0
19045,639.0
19046,664.0
19047,667.0
19048,670.0
19049,685.0
19050,719.0
19051,789.0
19052,745.0
19053,703.0
19054,700.0
19055,706.0
19056,640.0
19057,500.0
19058,430.0
19059,351.0
19060,302.0
19061,276.0
19062,294.0
19063,355.0
19064,387.0
19065,499.0
19066,717.0
19067,763.0
19068,738.0
19069,641.0
19070,667.0
19071,670.0
19072,673.0
19073,688.0
19074,722.0
19075,792.0
19076,748.0
19077,706.0
19078,703.0
19079,708.0
19080,642.0
19081,502.0
19082,432.0
19083,352.0
19084,303.0
19085,277.0
19086,295.0
19087,356.0
19088,389.0
19089,500.0
19090,720.0
19091,766.0
19092,741.0
19093,644.0
19094,669.0
19095,673.0
19096,675.0
19097,691.0
19098,725.0
19099,795.0
19100,751.0
19101,708.0
19102,705.0
19103,711.0
19104,645.0
19105,504.0
19106,434.0
19107,354.0
19108,304.0
19109,278.0
19110,296.0
19111,358.0
19112,390.0
19113,502.0
19114,723.0
19115,769.0
19116,744.0
19117,646.0
19118,672.0
19119,675.0
19120,678.0
19121,693.0
19122,727.0
19123,798.0
19124,754.0
19125,711.0
19126,708.0
19127,714.0
19128,647.0
19129,506.0
19130,435.0
19131,355.0
19132,305.0
19133,279.0
19134,298.0
19135,359.0
19136,392.0
19137,504.0
19138,725.0
19139,772.0
19140,746.0
19141,649.0
19142,675.0
19143,678.0
19144,680.0
19145,696.0
19146,730.0
19147,801.0
19148,757.0
19149,714.0
19150,711.0
19151,716.0
19152,650.0
19153,508.0
19154,437.0
19155,356.0
19156,306.0
19157,280.0
19158,299.0
19159,360.0
19160,393.0
19161,506.0
19162,728.0
19163,775.0
19164,749.0
19165,651.0
19166,677.0
19167,680.0
19168,683.0
19169,698.0
19170,733.0
19171,804.0
19172,760.0
19173,717.0
19174,713.0
19175,719.0
19176,652.0
19177,510.0
19178,439.0
19179,358.0
19180,307.0
19181,281.0
19182,300.0
19183,362.0
19184,395.0
19185,508.0
19186,731.0
19187,777.0
19188,752.0
19189,654.0
19190,680.0
19191,683.0
19192,685.0
19193,701.0
19194,736.0
19195,807.0
19196,762.0
19197,719.0
19198,716.0
19199,722.0
19200,654.0
19201,512.0
19202,440.0
19203,359.0
19204,308.0
19205,282.0
19206,301.0
19207,363.0
19208,396.0
19209,510.0
19210,733.0
19211,780.0
19212,755.0
19213,656.0
19214,682.0
19215,685.0
19216,688.0
19217,704.0
19218,738.0
19219,810.0
19220,765.0
19221,722.0
19222,719.0
19223,724.0
19224,657.0
19225,514.0
19226,442.0
19227,360.0
19228,310.0
19229,283.0
19230,302.0
19231,365.0
19232,398.0
19233,512.0
19234,736.0
19235,783.0
19236,758.0
19237,658.0
19238,685.0
19239,688.0
19240,690.0
19241,706.0
19242,741.0
19243,813.0
19244,768.0
19245,725.0
19246,721.0
19247,727.0
19248,659.0
19249,516.0
19250,444.0
19251,362.0
19252,311.0
19253,284.0
19254,303.0
19255,366.0
19256,399.0
19257,514.0
19258,739.0
19259,786.0
19260,761.0
19261,661.0
19262,687.0
19263,690.0
19264,693.0
19265,709.0
19266,744.0
19267,816.0
19268,771.0
19269,727.0
19270,724.0
19271,730.0
19272,662.0
19273,518.0
19274,445.0
19275,363.0
19276,312.0
19277,286.0
19278,304.0
19279,367.0
19280,401.0
19281,516.0
19282,742.0
19283,789.0
19284,763.0
19285,663.0
19286,690.0
19287,693.0
19288,696.0
19289,712.0
19290,747.0
19291,819.0
19292,774.0
19293,730.0
19294,727.0
19295,732.0
19296,664.0
19297,519.0
19298,447.0
19299,364.0
19300,313.0
19301,287.0
19302,305.0
19303,369.0
19304,402.0
19305,518.0
19306,744.0
19307,792.0
19308,766.0
19309,666.0
19310,692.0
19311,695.0
19312,698.0
19313,714.0
19314,749.0
19315,822.0
19316,777.0
19317,733.0
19318,729.0
19319,735.0
19320,667.0
19321,521.0
19322,449.0
19323,366.0
19324,314.0
19325,288.0
19326,307.0
19327,370.0
19328,404.0
19329,519.0
19330,747.0
19331,795.0
19332,769.0
19333,668.0
19334,695.0
19335,698.0
19336,701.0
19337,717.0
19338,752.0
19339,825.0
19340,779.0
19341,735.0
19342,732.0
19343,738.0
19344,669.0
19345,523.0
19346,450.0
19347,367.0
19348,315.0
19349,289.0
19350,308.0
19351,371.0
19352,405.0
19353,521.0
19354,750.0
19355,798.0
19356,772.0
19357,671.0
19358,697.0
19359,701.0
19360,703.0
19361,719.0
19362,755.0
19363,828.0
19364,782.0
19365,738.0
19366,735.0
19367,741.0
19368,671.0
19369,525.0
19370,452.0
19371,368.0
19372,316.0
19373,290.0
19374,309.0
19375,373.0
19376,407.0
19377,523.0
19378,753.0
19379,801.0
19380,775.0
19381,673.0
19382,700.0
19383,703.0
19384,706.0
19385,722.0
19386,758.0
19387,831.0
19388,785.0
19389,741.0
19390,737.0
19391,743.0
19392,674.0
19393,527.0
19394,453.0
19395,370.0
19396,318.0
19397,291.0
19398,310.0
19399,374.0
19400,408.0
19401,525.0
19402,755.0
19403,804.0
19404,777.0
19405,676.0
19406,702.0
19407,706.0
19408,708.0
19409,725.0
19410,760.0
19411,834.0
19412,788.0
19413,743.0
19414,740.0
19415,746.0
19416,676.0
19417,529.0
19418,455.0
19419,371.0
19420,319.0
19421,292.0
19422,311.0
19423,375.0
19424,410.0
19425,527.0
19426,758.0
19427,807.0
19428,780.0
19429,678.0
19430,705.0
19431,708.0
19432,711.0
19433,727.0
19434,763.0
19435,837.0
19436,791.0
19437,746.0
19438,743.0
19439,749.0
19440,679.0
19441,531.0
19442,457.0
19443,372.0
19444,320.0
19445,293.0
19446,312.0
19447,377.0
19448,411.0
19449,529.0
19450,761.0
19451,809.0
19452,783.0
19453,680.0
19454,708.0
19455,711.0
19456,714.0
19457,730.0
19458,766.0
19459,840.0
19460,794.0
19461,749.0
19462,745.0
19463,751.0
19464,681.0
19465,533.0
19466,458.0
19467,374.0
19468,321.0
19469,294.0
19470,313.0
19471,378.0
19472,413.0
19473,531.0
19474,764.0
19475,812.0
19476,786.0
19477,683.0
19478,710.0
19479,713.0
19480,716.0
19481,732.0
19482,769.0
19483,843.0
19484,797.0
19485,751.0
19486,748.0
19487,754.0
19488,684.0
19489,535.0
19490,460.0
19491,375.0
19492,322.0
19493,295.0
19494,314.0
19495,379.0
19496,414.0
19497,533.0
19498,766.0
19499,815.0
19500,789.0
19501,685.0
19502,713.0
19503,716.0
19504,719.0
19505,735.0
19506,771.0
19507,846.0
19508,799.0
19509,754.0
19510,751.0
19511,757.0
19512,686.0
19513,537.0
19514,462.0
19515,376.0
19516,323.0
19517,296.0
19518,316.0
19519,381.0
19520,416.0
19521,535.0
19522,769.0
19523,818.0
19524,791.0
19525,688.0
19526,715.0
19527,718.0
19528,721.0
19529,738.0
19530,774.0
19531,849.0
19532,802.0
19533,757.0
19534,753.0
19535,759.0
19536,689.0
19537,539.0
19538,463.0
19539,378.0
19540,325.0
19541,297.0
19542,317.0
19543,382.0
19544,417.0
19545,537.0
19546,772.0
19547,821.0
19548,794.0
19549,690.0
19550,718.0
19551,721.0
19552,724.0
19553,740.0
19554,777.0
19555,852.0
19556,805.0
19557,759.0
19558,756.0
19559,762.0
19560,691.0
19561,540.0
19562,465.0
19563,379.0
19564,326.0
19565,298.0
19566,318.0
19567,383.0
19568,418.0
19569,538.0
19570,774.0
19571,824.0
19572,797.0
19573,693.0
19574,720.0
19575,723.0
19576,726.0
19577,743.0
19578,780.0
19579,855.0
19580,808.0
19581,762.0
19582,759.0
19583,765.0
19584,693.0
19585,542.0
19586,467.0
19587,380.0
19588,327.0
19589,299.0
19590,319.0
19591,385.0
19592,420.0
19593,540.0
19594,777.0
19595,827.0
19596,800.0
19597,695.0
19598,723.0
19599,726.0
19600,729.0
19601,746.0
19602,782.0
19603,858.0
19604,811.0
19605,765.0
19606,761.0
19607,767.0
19608,696.0
19609,544.0
19610,468.0
19611,382.0
19612,328.0
19613,300.0
19614,320.0
19615,386.0
19616,421.0
19617,542.0
19618,780.0
19619,830.0
19620,803.0
19621,698.0
19622,725.0
19623,729.0
19624,731.0
19625,748.0
19626,785.0
19627,861.0
19628,814.0
19629,767.0
19630,764.0
19631,770.0
19632,698.0
19633,546.0
19634,470.0
19635,383.0
19636,329.0
19637,301.0
19638,321.0
19639,388.0
19640,423.0
19641,544.0
19642,783.0
19643,833.0
19644,805.0
19645,700.0
19646,728.0
19647,731.0
19648,734.0
19649,751.0
19650,788.0
19651,864.0
19652,816.0
19653,770.0
19654,767.0
19655,773.0
19656,701.0
19657,548.0
19658,472.0
19659,384.0
19660,330.0
19661,302.0
19662,322.0
19663,389.0
19664,424.0
19665,546.0
19666,785.0
19667,836.0
19668,808.0
19669,702.0
19670,730.0
19671,734.0
19672,737.0
19673,753.0
19674,791.0
19675,867.0
19676,819.0
19677,773.0
19678,769.0
19679,776.0
19680,703.0
19681,550.0
19682,473.0
19683,386.0
19684,331.0
19685,303.0
19686,323.0
19687,390.0
19688,426.0
19689,548.0
19690,788.0
19691,838.0
19692,811.0
19693,705.0
19694,733.0
19695,736.0
19696,739.0
19697,756.0
19698,793.0
19699,870.0
19700,822.0
19701,776.0
19702,772.0
19703,778.0
19704,706.0
19705,552.0
19706,475.0
19707,387.0
19708,333.0
19709,304.0
19710,325.0
19711,392.0
19712,427.0
19713,550.0
19714,791.0
19715,841.0
19716,814.0
19717,707.0
19718,735.0
19719,739.0
19720,742.0
19721,759.0
19722,796.0
19723,873.0
19724,825.0
19725,778.0
19726,775.0
19727,781.0
19728,708.0
19729,554.0
19730,476.0
19731,389.0
19732,334.0
19733,306.0
19734,326.0
19735,393.0
19736,429.0
19737,552.0
19738,794.0
19739,844.0
19740,817.0
19741,710.0
19742,738.0
19743,741.0
19744,744.0
19745,761.0
19746,799.0
19747,876.0
19748,828.0
19749,781.0
19750,777.0
19751,784.0
19752,711.0
19753,556.0
19754,478.0
19755,390.0
19756,335.0
19757,307.0
19758,327.0
19759,394.0
19760,430.0
19761,554.0
19762,796.0
19763,847.0
19764,820.0
19765,712.0
19766,741.0
19767,744.0
19768,747.0
19769,764.0
19770,802.0
19771,879.0
19772,831.0
19773,784.0
19774,780.0
19775,786.0
19776,713.0
19777,558.0
19778,480.0
19779,391.0
19780,336.0
19781,308.0
19782,328.0
19783,396.0
19784,432.0
19785,556.0
19786,799.0
19787,850.0
19788,822.0
19789,715.0
19790,743.0
19791,746.0
19792,749.0
19793,766.0
19794,804.0
19795,882.0
19796,834.0
19797,786.0
19798,783.0
19799,789.0
19800,715.0
19801,560.0
19802,481.0
19803,393.0
19804,337.0
19805,309.0
19806,329.0
19807,397.0
19808,433.0
19809,557.0
19810,802.0
19811,853.0
19812,825.0
19813,717.0
19814,746.0
19815,749.0
19816,752.0
19817,769.0
19818,807.0
19819,885.0
19820,836.0
19821,789.0
19822,785.0
19823,792.0
19824,718.0
19825,561.0
19826,483.0
19827,394.0
19828,338.0
19829,310.0
19830,330.0
19831,398.0
19832,435.0
19833,559.0
19834,804.0
19835,856.0
19836,828.0
19837,719.0
19838,748.0
19839,752.0
19840,754.0
19841,772.0
19842,810.0
19843,888.0
19844,839.0
19845,792.0
19846,788.0
19847,794.0
19848,720.0
19849,563.0
19850,485.0
19851,395.0
19852,339.0
19853,311.0
19854,331.0
19855,400.0
19856,436.0
19857,561.0
19858,807.0
19859,859.0
19860,831.0
19861,722.0
19862,751.0
19863,754.0
19864,757.0
19865,774.0
19866,813.0
19867,891.0
19868,842.0
19869,794.0
19870,791.0
19871,797.0
19872,723.0
19873,565.0
19874,486.0
19875,397.0
19876,341.0
19877,312.0
19878,332.0
19879,401.0
19880,438.0
19881,563.0
19882,810.0
19883,862.0
19884,834.0
19885,724.0
19886,753.0
19887,757.0
19888,760.0
19889,777.0
19890,815.0
19891,894.0
19892,845.0
19893,797.0
19894,793.0
19895,800.0
19896,725.0
19897,567.0
19898,488.0
19899,398.0
19900,342.0
19901,313.0
19902,333.0
19903,402.0
19904,439.0
19905,565.0
19906,813.0
19907,865.0
19908,836.0
19909,727.0
19910,756.0
19911,759.0
19912,762.0
19913,780.0
19914,818.0
19915,897.0
19916,848.0
19917,800.0
19918,796.0
19919,802.0
19920,728.0
19921,569.0
19922,490.0
19923,399.0
19924,343.0
19925,314.0
19926,335.0
19927,404.0
19928,441.0
19929,567.0
19930,815.0
19931,867.0
19932,839.0
19933,729.0
19934,758.0
19935,762.0
19936,765.0
19937,782.0
19938,821.0
19939,900.0
19940,851.0
19941,802.0
19942,799.0
19943,805.0
19944,730.0
19945,571.0
19946,491.0
19947,401.0
19948,344.0
19949,315.0
19950,336.0
19951,405.0
19952,442.0
19953,569.0
19954,818.0
19955,870.0
19956,842.0
19957,732.0
19958,761.0
19959,764.0
19960,767.0
19961,785.0
19962,824.0
19963,903.0
19964,853.0
19965,805.0
19966,801.0
19967,808.0
19968,732.0
19969,573.0
19970,493.0
19971,402.0
19972,345.0
19973,316.0
19974,337.0
19975,406.0
19976,444.0
19977,571.0
19978,821.0
19979,873.0
19980,845.0
19981,734.0
19982,763.0
19983,767.0
19984,770.0
19985,787.0
19986,826.0
19987,906.0
19988,856.0
19989,808.0
19990,804.0
19991,811.0
19992,735.0
19993,575.0
19994,494.0
19995,403.0
19996,346.0
19997,317.0
19998,338.0
19999,408.0
20000,445.0
20001,573.0
20002,824.0
20003,876.0
20004,848.0
20005,737.0
20006,766.0
20007,769.0
20008,772.0
20009,790.0
20010,829.0
20011,909.0
20012,859.0
20013,810.0
20014,807.0
20015,813.0
20016,737.0
20017,577.0
20018,496.0
20019,405.0
20020,347.0
20021,318.0
20022,339.0
20023,409.0
20024,447.0
20025,575.0
20026,826.0
20027,879.0
20028,850.0
20029,739.0
20030,768.0
20031,772.0
20032,775.0
20033,793.0
20034,832.0
20035,912.0
20036,862.0
20037,813.0
20038,810.0
20039,816.0
20040,740.0
20041,579.0
20042,498.0
20043,406.0
20044,349.0
20045,319.0
20046,340.0
20047,411.0
20048,448.0
20049,576.0
20050,829.0
20051,882.0
20052,853.0
20053,741.0
20054,771.0
20055,774.0
20056,777.0
20057,795.0
20058,834.0
20059,915.0
20060,865.0
20061,816.0
20062,812.0
20063,819.0
20064,742.0
20065,580.0
20066,499.0
20067,407.0
20068,350.0
20069,320.0
20070,341.0
20071,412.0
20072,449.0
20073,578.0
20074,832.0
20075,885.0
20076,856.0
20077,744.0
20078,773.0
20079,777.0
20080,780.0
20081,798.0
20082,837.0
20083,918.0
20084,868.0
20085,818.0
20086,815.0
20087,821.0
20088,745.0
20089,582.0
20090,501.0
20091,409.0
20092,351.0
20093,321.0
20094,342.0
20095,413.0
20096,451.0
20097,580.0
20098,835.0
20099,888.0
20100,859.0
20101,746.0
20102,776.0
20103,780.0
20104,783.0
20105,800.0
20106,840.0
20107,921.0
20108,870.0
20109,821.0
20110,818.0
20111,824.0
20112,747.0
20113,584.0
20114,503.0
20115,410.0
20116,352.0
20117,322.0
20118,344.0
20119,415.0
20120,452.0
20121,582.0
20122,837.0
20123,891.0
20124,862.0
20125,749.0
20126,779.0
20127,782.0
20128,785.0
20129,803.0
20130,843.0
20131,924.0
20132,873.0
20133,824.0
20134,820.0
20135,827.0
20136,750.0
20137,586.0
20138,504.0
20139,411.0
20140,353.0
20141,323.0
20142,345.0
20143,416.0
20144,454.0
20145,584.0
20146,840.0
20147,894.0
20148,864.0
20149,751.0
20150,781.0
20151,785.0
20152,788.0
20153,806.0
20154,845.0
20155,927.0
20156,876.0
20157,826.0
20158,823.0
20159,829.0
20160,752.0
20161,588.0
20162,506.0
20163,413.0
20164,354.0
20165,324.0
20166,346.0
20167,417.0
20168,455.0
20169,586.0
20170,843.0
20171,897.0
20172,867.0
20173,754.0
20174,784.0
20175,787.0
20176,790.0
20177,808.0
20178,848.0
20179,930.0
20180,879.0
20181,829.0
20182,826.0
20183,832.0
20184,754.0
20185,590.0
20186,508.0
20187,414.0
20188,356.0
20189,325.0
20190,347.0
20191,419.0
20192,457.0
20193,588.0
20194,845.0
20195,899.0
20196,870.0
20197,756.0
20198,786.0
20199,790.0
20200,793.0
20201,811.0
20202,851.0
20203,933.0
20204,882.0
20205,832.0
20206,828.0
20207,835.0
20208,757.0
20209,592.0
20210,509.0
20211,415.0
20212,357.0
20213,327.0
20214,348.0
20215,420.0
20216,458.0
20217,590.0
20218,848.0
20219,902.0
20220,873.0
20221,759.0
20222,789.0
20223,792.0
20224,795.0
20225,814.0
20226,854.0
20227,936.0
20228,885.0
20229,835.0
20230,831.0
20231,837.0
20232,759.0
20233,594.0
20234,511.0
20235,417.0
20236,358.0
20237,328.0
20238,349.0
20239,421.0
20240,460.0
20241,592.0
20242,851.0
20243,905.0
20244,876.0
20245,761.0
20246,791.0
20247,795.0
20248,798.0
20249,816.0
20250,856.0
20251,939.0
20252,888.0
20253,837.0
20254,834.0
20255,840.0
20256,762.0
20257,596.0
20258,513.0
20259,418.0
20260,359.0
20261,329.0
20262,350.0
20263,423.0
20264,461.0
20265,594.0
20266,854.0
20267,908.0
20268,879.0
20269,763.0
20270,794.0
20271,797.0
20272,801.0
20273,819.0
20274,859.0
20275,942.0
20276,890.0
20277,840.0
20278,836.0
20279,843.0
20280,764.0
20281,598.0
20282,514.0
20283,419.0
20284,360.0
20285,330.0
